adapter_revision,cell_seconds,checksum,estimator,fit_seconds,implementation,k,library_version,memory_cap_bytes,n,peak_rss_bytes,predicted_peak_bytes,python,returncode,seed,status,stderr_tail,timeout_seconds,timestamp_utc,wall_seconds
2,0.8086390410317108,2.378480913282492,TwoSLS,0.01381445792503655,pyfixest-iv,5,0.60.0,1421770752,10000,231882752,206126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:52.830580+00:00,1.0336357080377638
2,0.8388341669924557,2.3535209228552874,TwoSLS,0.0425247079692781,pyfixest-iv,5,0.60.0,1421770752,100000,395116544,249326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:53.865036+00:00,1.043362999917008
2,0.8086055830353871,3.596997434800087,TwoSLS,0.01926279196050018,pyfixest-iv,20,0.60.0,1421770752,1000,222330880,203246592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:54.909130+00:00,1.0201154160313308
2,0.8238657080801204,3.704064478585948,TwoSLS,0.024320208001881838,pyfixest-iv,20,0.60.0,1421770752,10000,266502144,220526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:55.930159+00:00,1.0339880839455873
2,0.9292329580057412,3.6831593801565754,TwoSLS,0.09801204199902713,pyfixest-iv,20,0.60.0,1421770752,100000,810696704,393326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:56.964962+00:00,1.1486365830060095
2,0.0021347919246181846,0.0,HorizontalPanelRidge,0.0001355829881504178,crabbymetrics,5,0.9.0,1421770752,1000,11485184,201566592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.114566+00:00,0.12822516704909503
2,0.0029837089823558927,0.0,HorizontalPanelRidge,0.0006345410365611315,crabbymetrics,5,0.9.0,1421770752,10000,15499264,203726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.243605+00:00,0.0691215000115335
2,0.010488708037883043,0.0,HorizontalPanelRidge,0.004893666948191822,crabbymetrics,5,0.9.0,1421770752,100000,13795328,225326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.313518+00:00,0.1324532920261845
2,0.00228683406021446,0.0,HorizontalPanelRidge,0.0002759159542620182,crabbymetrics,20,0.9.0,1421770752,1000,14499840,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.446947+00:00,0.13384104194119573
2,0.0050579170929268,0.0,HorizontalPanelRidge,0.0018049170030280948,crabbymetrics,20,0.9.0,1421770752,10000,15794176,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.581635+00:00,0.13502020807936788
2,0.03082608396653086,0.0,HorizontalPanelRidge,0.0172810839721933,crabbymetrics,20,0.9.0,1421770752,100000,94896128,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.717426+00:00,0.1294060000218451
2,0.5810963329859078,0.9271218967997061,HorizontalPanelRidge,0.0041997089283540845,sklearn-ridge,5,1.9.0,1421770752,1000,158220288,201566592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:58.847705+00:00,0.7285635409643874
2,0.5786702500190586,0.995245282100406,HorizontalPanelRidge,0.003909208928234875,sklearn-ridge,5,1.9.0,1421770752,10000,157188096,203726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:26:59.577083+00:00,0.7525727079482749
2,0.5814593749819323,0.9994614681419656,HorizontalPanelRidge,0.004449125030077994,sklearn-ridge,5,1.9.0,1421770752,100000,173031424,225326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:00.330594+00:00,0.7148440829478204
2,0.5740534169599414,0.8967053378526331,HorizontalPanelRidge,0.0038105000276118517,sklearn-ridge,20,1.9.0,1421770752,1000,158007296,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:01.046417+00:00,0.7169929998926818
2,0.5756319999927655,0.9883325438850032,HorizontalPanelRidge,0.003962000017054379,sklearn-ridge,20,1.9.0,1421770752,10000,160972800,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:01.764417+00:00,0.6928460829658434
2,0.5879177910974249,0.9977293877129574,HorizontalPanelRidge,0.005363417090848088,sklearn-ridge,20,1.9.0,1421770752,100000,202932224,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:02.458051+00:00,0.7039756670128554
2,0.0021474590757861733,0.0,SyntheticControl,0.00016133300960063934,crabbymetrics,5,0.9.0,1421770752,1000,15433728,201646592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.162794+00:00,0.06736475008074194
2,0.0031510830158367753,0.0,SyntheticControl,0.0006663339445367455,crabbymetrics,5,0.9.0,1421770752,10000,13303808,204526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.230969+00:00,0.0667991250520572
2,0.013123749988153577,0.0,SyntheticControl,0.005687666009180248,crabbymetrics,5,0.9.0,1421770752,100000,60358656,233326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.298585+00:00,0.13182866701390594
2,0.0025652500335127115,0.0,SyntheticControl,0.00048029201570898294,crabbymetrics,20,0.9.0,1421770752,1000,14336000,202606592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.431255+00:00,0.13294074998702854
2,0.006601209053769708,0.0,SyntheticControl,0.002916333032771945,crabbymetrics,20,0.9.0,1421770752,10000,15532032,214126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.565061+00:00,0.13246600003913045
2,0.05134679202456027,0.0,SyntheticControl,0.03152841702103615,crabbymetrics,20,0.9.0,1421770752,100000,74924032,329326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.698350+00:00,0.13232816697563976
2,0.03665274998638779,0.0,SyntheticDID,0.034420749987475574,crabbymetrics,5,0.9.0,1421770752,1000,54689792,201806592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:03.831473+00:00,0.1321820419980213
2,,,SyntheticDID,,crabbymetrics,5,,1421770752,10000,1114013696,206126592,,-15,1729,timeout,,10.0,2026-09-09T15:27:03.964248+00:00,10.062128791003488
2,,,SyntheticDID,,crabbymetrics,5,,,100000,,,,,1729,pruned_after_failure,,,,
2,0.037070624995976686,0.0,SyntheticDID,0.03470029204618186,crabbymetrics,20,0.9.0,1421770752,1000,55574528,203246592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:14.027829+00:00,0.1343005420640111
2,,,SyntheticDID,,crabbymetrics,20,,1421770752,10000,1124188160,220526592,,-15,1729,timeout,,10.0,2026-09-09T15:27:14.162893+00:00,10.03461312490981
2,,,SyntheticDID,,crabbymetrics,20,,,100000,,,,,1729,pruned_after_failure,,,,
2,0.03667175001464784,0.0,AugmentedBalancing,0.03441687498707324,crabbymetrics,5,0.9.0,1421770752,1000,54706176,201966592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:24.198394+00:00,0.13032750005368143
2,,,AugmentedBalancing,,crabbymetrics,5,,1421770752,10000,1114832896,207726592,,-15,1729,timeout,,10.0,2026-09-09T15:27:24.329533+00:00,10.051617874996737
2,,,AugmentedBalancing,,crabbymetrics,5,,,100000,,,,,1729,pruned_after_failure,,,,
2,0.039296875009313226,0.0,AugmentedBalancing,0.03688645793590695,crabbymetrics,20,0.9.0,1421770752,1000,55787520,203886592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:34.381938+00:00,0.1317181249614805
2,,,AugmentedBalancing,,crabbymetrics,20,,1421770752,10000,1126727680,226926592,,-15,1729,timeout,,10.0,2026-09-09T15:27:34.514133+00:00,10.050120249972679
2,,,AugmentedBalancing,,crabbymetrics,20,,,100000,,,,,1729,pruned_after_failure,,,,
2,0.003190290997736156,0.0,MatrixCompletion,0.0011356670875102282,crabbymetrics,5,0.9.0,1421770752,1000,15794176,201966592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:44.565093+00:00,0.06806962506379932
2,0.012824292061850429,0.0,MatrixCompletion,0.010421874932944775,crabbymetrics,5,0.9.0,1421770752,10000,48398336,207726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:44.633892+00:00,0.1321972080040723
2,0.10656699992250651,0.0,MatrixCompletion,0.10071087488904595,crabbymetrics,5,0.9.0,1421770752,100000,93798400,265326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:44.766887+00:00,0.19434891699347645
2,0.007149416953325272,0.0,MatrixCompletion,0.004940500017255545,crabbymetrics,20,0.9.0,1421770752,1000,14024704,203886592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:44.962110+00:00,0.13310804194770753
2,0.06819149991497397,0.0,MatrixCompletion,0.06471566704567522,crabbymetrics,20,0.9.0,1421770752,10000,60669952,226926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:45.095789+00:00,0.1343177080852911
2,0.840428875060752,0.0,MatrixCompletion,0.8262781659141183,crabbymetrics,20,0.9.0,1421770752,100000,229310464,457326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:45.230672+00:00,0.9169152500107884
2,0.0022102079819887877,0.0,InteractiveFixedEffects,0.0001305420882999897,crabbymetrics,5,0.9.0,1421770752,1000,13434880,201806592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.148353+00:00,0.06597474997397512
2,0.003035250003449619,0.0,InteractiveFixedEffects,0.0006750409957021475,crabbymetrics,5,0.9.0,1421770752,10000,13746176,206126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.215105+00:00,0.06589404097758234
2,0.012221249984577298,0.0,InteractiveFixedEffects,0.006379249971359968,crabbymetrics,5,0.9.0,1421770752,100000,78577664,249326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.281731+00:00,0.1319572919746861
2,0.002550666918978095,0.0,InteractiveFixedEffects,0.0003363749710842967,crabbymetrics,20,0.9.0,1421770752,1000,14155776,203246592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.414630+00:00,0.06845804199110717
2,0.00588891701772809,0.0,InteractiveFixedEffects,0.0026015830226242542,crabbymetrics,20,0.9.0,1421770752,10000,13959168,220526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.483867+00:00,0.13215420802589506
2,0.04316170804668218,0.0,InteractiveFixedEffects,0.02921987499576062,crabbymetrics,20,0.9.0,1421770752,100000,93421568,393326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.616831+00:00,0.1296269999584183
2,0.0021289170254021883,0.0,BalancingWeights,0.0001414999132975936,crabbymetrics,5,0.9.0,1421770752,1000,13926400,201806592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.747332+00:00,0.06698224996216595
2,0.0029887499986216426,0.0,BalancingWeights,0.0006384999724105,crabbymetrics,5,0.9.0,1421770752,10000,15892480,206126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.815215+00:00,0.13194633403327316
2,0.010327792027965188,0.0,BalancingWeights,0.005347999976947904,crabbymetrics,5,0.9.0,1421770752,100000,14041088,249326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:46.947950+00:00,0.1329520830186084
2,0.002266584080643952,0.0,BalancingWeights,0.0002756670583039522,crabbymetrics,20,0.9.0,1421770752,1000,15564800,203246592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.081792+00:00,0.06581483397167176
2,0.005049541010521352,0.0,BalancingWeights,0.002192041021771729,crabbymetrics,20,0.9.0,1421770752,10000,13287424,220526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.148470+00:00,0.06672604090999812
2,0.038216124987229705,0.0,BalancingWeights,0.027060875087045133,crabbymetrics,20,0.9.0,1421770752,100000,106774528,393326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.215924+00:00,0.13168874999973923
2,0.002677125041373074,0.0,MEstimator,0.0006469580112025142,crabbymetrics,5,0.9.0,1421770752,1000,13811712,201726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.348465+00:00,0.06729920802172273
2,0.006127291941083968,0.0,MEstimator,0.003716791048645973,crabbymetrics,5,0.9.0,1421770752,10000,15613952,205326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.416342+00:00,0.13030791690107435
2,0.039456916972994804,0.0,MEstimator,0.03371308301575482,crabbymetrics,5,0.9.0,1421770752,100000,75464704,241326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.547558+00:00,0.1333376249531284
2,0.004797959001734853,0.0,MEstimator,0.0027417909586802125,crabbymetrics,20,0.9.0,1421770752,1000,14024704,202926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.681732+00:00,0.06737391604110599
2,0.025349500006996095,0.0,MEstimator,0.022042375057935715,crabbymetrics,20,0.9.0,1421770752,10000,54247424,217326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.749781+00:00,0.12765454198233783
2,0.22504266700707376,0.0,MEstimator,0.21201112505514175,crabbymetrics,20,0.9.0,1421770752,100000,147390464,361326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:47.878300+00:00,0.3251733749639243
2,0.0023722919868305326,0.0,GMM,0.0003203330561518669,crabbymetrics,5,0.9.0,1421770752,1000,12877824,201886592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.204295+00:00,0.12586166593246162
2,0.0037450840463861823,0.0,GMM,0.0014617079868912697,crabbymetrics,5,0.9.0,1421770752,10000,15564800,206926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.331022+00:00,0.132436583051458
2,0.01894054200965911,0.0,GMM,0.013145792065188289,crabbymetrics,5,0.9.0,1421770752,100000,75382784,257326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.464611+00:00,0.1323255830211565
2,0.002738333074375987,0.0,GMM,0.00065437494777143,crabbymetrics,20,0.9.0,1421770752,1000,15777792,203566592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.597880+00:00,0.06872212490998209
2,0.006404332933016121,0.0,GMM,0.0033485419116914272,crabbymetrics,20,0.9.0,1421770752,10000,13746176,223726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.667293+00:00,0.13287716696504503
2,0.04542762495111674,0.0,GMM,0.032313333940692246,crabbymetrics,20,0.9.0,1421770752,100000,71876608,425326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.801042+00:00,0.12783858296461403
2,0.0021536669228225946,0.0,EPLM,0.0001295000547543168,crabbymetrics,5,0.9.0,1421770752,1000,15532032,202046592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.929625+00:00,0.06801162497140467
2,0.0030300419311970472,0.0,EPLM,0.0006701670354232192,crabbymetrics,5,0.9.0,1421770752,10000,13434880,208526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:48.998432+00:00,0.06683729204814881
2,0.011963166994974017,0.0,EPLM,0.006085291039198637,crabbymetrics,5,0.9.0,1421770752,100000,68993024,273326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.065959+00:00,0.12572737503796816
2,0.002743458026088774,0.0,EPLM,0.00046970800030976534,crabbymetrics,20,0.9.0,1421770752,1000,14712832,204206592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.192490+00:00,0.12176233308855444
2,0.008794207940809429,0.0,EPLM,0.0058865000028163195,crabbymetrics,20,0.9.0,1421770752,10000,50888704,230126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.315039+00:00,0.13160991691984236
2,0.08044300007168204,0.0,EPLM,0.06856687495019287,crabbymetrics,20,0.9.0,1421770752,100000,117014528,489326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.447510+00:00,0.20114504103548825
2,0.002329000039026141,0.0,AverageDerivative,0.0003142500063404441,crabbymetrics,5,0.9.0,1421770752,1000,15777792,202206592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.649486+00:00,0.12473116698674858
2,0.005492083029821515,0.0,AverageDerivative,0.0031127079855650663,crabbymetrics,5,0.9.0,1421770752,10000,15794176,210126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.775018+00:00,0.13481770898215473
2,0.03762108308728784,0.0,AverageDerivative,0.03162966703530401,crabbymetrics,5,0.9.0,1421770752,100000,94552064,289326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:49.910762+00:00,0.13542879198212177
2,0.004307540948502719,0.0,AverageDerivative,0.0021750000305473804,crabbymetrics,20,0.9.0,1421770752,1000,14434304,204846592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.047108+00:00,0.06751070905011147
2,0.030147957964800298,0.0,AverageDerivative,0.026962999952957034,crabbymetrics,20,0.9.0,1421770752,10000,66011136,236526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.115319+00:00,0.1322882919339463
2,0.31695554207544774,0.0,AverageDerivative,0.3048037909902632,crabbymetrics,20,0.9.0,1421770752,100000,303366144,553326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.248571+00:00,0.398749666986987
2,0.00230470800306648,0.0,PartiallyLinearDML,0.0002424169797450304,crabbymetrics,5,0.9.0,1421770752,1000,14450688,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.648009+00:00,0.1283577090362087
2,0.004015000071376562,0.0,PartiallyLinearDML,0.0016001249896362424,crabbymetrics,5,0.9.0,1421770752,10000,15138816,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.777329+00:00,0.1267663330072537
2,0.02096575009636581,0.0,PartiallyLinearDML,0.014909291989170015,crabbymetrics,5,0.9.0,1421770752,100000,59817984,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:50.905082+00:00,0.11764045897871256
2,0.002964292070828378,0.0,PartiallyLinearDML,0.0007962080417200923,crabbymetrics,20,0.9.0,1421770752,1000,13221888,205166592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:51.023520+00:00,0.12406179204117507
2,0.014832291984930634,0.0,PartiallyLinearDML,0.011895666015334427,crabbymetrics,20,0.9.0,1421770752,10000,52248576,239726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:51.148384+00:00,0.13218762504402548
2,0.13472562504466623,0.0,PartiallyLinearDML,0.12280879192985594,crabbymetrics,20,0.9.0,1421770752,100000,127942656,585326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:51.281433+00:00,0.26452720898669213
2,1.7493306250544265,0.7612151031323557,PartiallyLinearDML,0.002400083001703024,doubleml-plr,5,0.11.4,1421770752,1000,252968960,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:51.546884+00:00,1.934064415981993
2,1.1200858330121264,0.8014064010912313,PartiallyLinearDML,0.0031897498993203044,doubleml-plr,5,0.11.4,1421770752,10000,248725504,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:53.482053+00:00,1.363746750052087
2,1.1353227499639615,0.7991498887404005,PartiallyLinearDML,0.013424125034362078,doubleml-plr,5,0.11.4,1421770752,100000,285982720,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:54.846797+00:00,1.3328277500113472
2,1.117966250050813,0.7842205402861385,PartiallyLinearDML,0.0024826249573379755,doubleml-plr,20,0.11.4,1421770752,1000,248922112,205166592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:56.180572+00:00,1.3481873749988154
2,1.1185060419375077,0.8086353048517447,PartiallyLinearDML,0.003701459034346044,doubleml-plr,20,0.11.4,1421770752,10000,253198336,239726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:57.529559+00:00,1.3653752090176567
2,1.1474325830349699,0.7937727882339947,PartiallyLinearDML,0.017773999948985875,doubleml-plr,20,0.11.4,1421770752,100000,343343104,585326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:27:58.895754+00:00,1.3500626250170171
2,0.004638166981749237,0.0,AIPW,0.00027704203967005014,crabbymetrics,5,0.9.0,1421770752,1000,15515648,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.246569+00:00,0.06773449992761016
2,0.006695999996736646,0.0,AIPW,0.0018373330822214484,crabbymetrics,5,0.9.0,1421770752,10000,13549568,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.315105+00:00,0.13157308392692357
2,0.02806958300061524,0.0,AIPW,0.01869437494315207,crabbymetrics,5,0.9.0,1421770752,100000,74268672,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.447558+00:00,0.1325204580789432
2,0.005375125096179545,0.0,AIPW,0.0008515421068295836,crabbymetrics,20,0.9.0,1421770752,1000,14024704,205166592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.580985+00:00,0.1321274999063462
2,0.017846541944891214,0.0,AIPW,0.01235783298034221,crabbymetrics,20,0.9.0,1421770752,10000,54640640,239726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.714021+00:00,0.13359241699799895
2,0.14259083301294595,0.0,AIPW,0.12710195791441947,crabbymetrics,20,0.9.0,1421770752,100000,153124864,585326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:00.848460+00:00,0.24857920897193253
2,1.1155939999734983,0.7275499782690911,AIPW,0.005866916035301983,doubleml-irm,5,0.11.4,1421770752,1000,249626624,202286592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:01.097758+00:00,1.3616537919733673
2,1.1422795839607716,0.7997060777274799,AIPW,0.009886250016279519,doubleml-irm,5,0.11.4,1421770752,10000,249593856,210926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:02.460316+00:00,1.3655102499760687
2,1.1970697499345988,0.7976551157157648,AIPW,0.06330516608431935,doubleml-irm,5,0.11.4,1421770752,100000,295272448,297326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:03.826630+00:00,1.4198623748961836
2,1.1156367079820484,0.7181816232401461,AIPW,0.005746333044953644,doubleml-irm,20,0.11.4,1421770752,1000,249495552,205166592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:05.247269+00:00,1.3498800420202315
2,1.1453694580122828,0.8055171631235982,AIPW,0.010701415943913162,doubleml-irm,20,0.11.4,1421770752,10000,255049728,239726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:06.597953+00:00,1.3320515840314329
2,1.217591500026174,0.792357276566093,AIPW,0.06955799995921552,doubleml-irm,20,0.11.4,1421770752,100000,354435072,585326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:07.930902+00:00,1.4477705409517512
2,0.002214916981756687,0.0,DynamicCovariateBalance,0.00020508305169641972,crabbymetrics,5,0.9.0,1421770752,1000,15433728,202046592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.379616+00:00,0.06860887503717095
2,0.0031984579982236028,0.0,DynamicCovariateBalance,0.0007509998977184296,crabbymetrics,5,0.9.0,1421770752,10000,15532032,208526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.448878+00:00,0.06546366692055017
2,0.012467749998904765,0.0,DynamicCovariateBalance,0.006198500050231814,crabbymetrics,5,0.9.0,1421770752,100000,64569344,273326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.515126+00:00,0.1282257919665426
2,0.0037904579658061266,0.0,DynamicCovariateBalance,0.0016844579949975014,crabbymetrics,20,0.9.0,1421770752,1000,15646720,204206592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.644280+00:00,0.06906916596926749
2,0.005587292020209134,0.0,DynamicCovariateBalance,0.0025797500275075436,crabbymetrics,20,0.9.0,1421770752,10000,14860288,230126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.714091+00:00,0.06691112497355789
2,0.04435462492983788,0.0,DynamicCovariateBalance,0.031643458059988916,crabbymetrics,20,0.9.0,1421770752,100000,90308608,489326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.781764+00:00,0.13252687500789762
2,0.002378458040766418,0.0,ParallelTrendsSNMM,0.00030275003518909216,crabbymetrics,5,0.9.0,1421770752,1000,14401536,202206592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.915079+00:00,0.06591358291916549
2,0.004355125012807548,0.0,ParallelTrendsSNMM,0.0020142500288784504,crabbymetrics,5,0.9.0,1421770752,10000,15433728,210126592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:09.981850+00:00,0.06738191703334451
2,0.026849083020351827,0.0,ParallelTrendsSNMM,0.020583042060025036,crabbymetrics,5,0.9.0,1421770752,100000,67878912,289326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.049928+00:00,0.13033391709905118
2,0.0030697089387103915,0.0,ParallelTrendsSNMM,0.0009710000595077872,crabbymetrics,20,0.9.0,1421770752,1000,14172160,204846592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.181102+00:00,0.06651191599667072
2,0.014223417034372687,0.0,ParallelTrendsSNMM,0.010806959006004035,crabbymetrics,20,0.9.0,1421770752,10000,50184192,236526592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.248463+00:00,0.13244199997279793
2,0.14335433300584555,0.0,ParallelTrendsSNMM,0.1305265419650823,crabbymetrics,20,0.9.0,1421770752,100000,105332736,553326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.381687+00:00,0.2633820839691907
2,0.0024352920008823276,0.0,RegressionBlip,0.00039199995808303356,crabbymetrics,5,0.9.0,1421770752,1000,14106624,201886592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.645860+00:00,0.06866049999371171
2,0.005968499928712845,0.0,RegressionBlip,0.0035814999137073755,crabbymetrics,5,0.9.0,1421770752,10000,13664256,206926592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.715301+00:00,0.13226870796643198
2,0.04216941597405821,0.0,RegressionBlip,0.03597304201684892,crabbymetrics,5,0.9.0,1421770752,100000,76791808,257326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.848360+00:00,0.13219491695053875
2,0.0032742919865995646,0.0,RegressionBlip,0.0011477910447865725,crabbymetrics,20,0.9.0,1421770752,1000,13434880,203566592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:10.981341+00:00,0.0672455420717597
2,0.018288707942701876,0.0,RegressionBlip,0.015033292002044618,crabbymetrics,20,0.9.0,1421770752,10000,55312384,223726592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:11.049283+00:00,0.13103958393912762
2,0.17386733402963728,0.0,RegressionBlip,0.16118779103271663,crabbymetrics,20,0.9.0,1421770752,100000,153157632,425326592,3.12.9,0,1729,ok,,10.0,2026-09-09T15:28:11.181146+00:00,0.26389062497764826
